match_id,match_date,wc_year,team,is_home,xg,shots,shots_on_target,passes,pass_completion_pct,pressures,duels,interceptions
7564,2018-06-26,2018,Nigeria,True,1.305345181,9,3,322,0.6521739130434783,302,23,27
7564,2018-06-26,2018,Argentina,False,0.8505598590000001,8,3,595,0.8050420168067227,134,23,13
7579,2018-06-30,2018,Uruguay,True,0.47600794099999993,7,3,291,0.6529209621993127,183,35,11
7579,2018-06-30,2018,Portugal,False,1.0208288981,21,4,593,0.8195615514333895,98,25,10
7572,2018-06-28,2018,Japan,True,0.8823760785000001,11,3,587,0.8364565587734242,176,18,3
7572,2018-06-28,2018,Poland,False,1.040714051,11,2,499,0.8016032064128257,152,24,6
7577,2018-06-15,2018,Morocco,True,1.0591950264999999,14,3,492,0.806910569105691,149,18,9
7577,2018-06-15,2018,Iran,False,0.6975558776999999,8,2,267,0.5393258426966292,208,31,9
7543,2018-06-20,2018,Iran,True,0.426459236,6,0,262,0.6030534351145038,255,19,12
7543,2018-06-20,2018,Spain,False,2.1969543835000005,18,3,816,0.8811274509803921,139,12,6
7525,2018-06-14,2018,Russia,True,1.2816009420000003,14,7,388,0.7010309278350515,147,26,4
7525,2018-06-14,2018,Saudi Arabia,False,0.24880649999999999,6,0,572,0.8006993006993007,121,43,7
7566,2018-06-27,2018,Mexico,True,1.6107035277000001,22,3,508,0.7952755905511811,89,15,12
7566,2018-06-27,2018,Sweden,False,2.7904868150000004,15,5,254,0.5984251968503937,182,27,12
8651,2018-07-07,2018,Sweden,True,0.834186639,8,3,400,0.7275,254,31,9
8651,2018-07-07,2018,England,False,0.75823599,12,2,563,0.7566607460035524,104,20,4
7567,2018-06-27,2018,South Korea,True,1.774630282,12,5,259,0.7104247104247104,292,24,6
7567,2018-06-27,2018,Germany,False,2.708915636,29,6,734,0.8596730245231607,114,20,8
7541,2018-06-19,2018,Colombia,True,0.8062560289999999,10,3,422,0.7440758293838863,248,34,13
7541,2018-06-19,2018,Japan,False,2.3206739599999997,14,6,630,0.8412698412698413,172,31,19
8655,2018-07-10,2018,France,True,1.681686764,19,5,367,0.8201634877384196,149,12,8
8655,2018-07-10,2018,Belgium,False,0.5668682939999999,9,2,623,0.8812199036918138,97,17,5
8657,2018-07-14,2018,Belgium,True,1.32065846,11,4,499,0.8557114228456913,259,17,9
8657,2018-07-14,2018,England,False,1.335356625,15,5,685,0.9036496350364963,274,11,13
7540,2018-06-19,2018,Russia,True,0.9811507970000001,12,4,467,0.6873661670235546,184,26,8
7540,2018-06-19,2018,Egypt,False,1.697518253,15,2,484,0.743801652892562,164,32,13
8652,2018-07-07,2018,Russia,True,4.988439122,18,10,417,0.6378896882494005,201,24,9
8652,2018-07-07,2018,Croatia,False,5.565318296,23,9,771,0.7872892347600519,123,17,7
7563,2018-06-26,2018,Denmark,True,0.13895808480000002,5,1,342,0.6900584795321637,192,30,10
7563,2018-06-26,2018,France,False,0.41814049500000006,11,4,699,0.8469241773962805,91,16,5
7556,2018-06-24,2018,Japan,True,1.012543586,7,3,476,0.773109243697479,146,33,8
7556,2018-06-24,2018,Senegal,False,1.8782642930000002,15,7,392,0.7270408163265306,139,25,9
7559,2018-06-25,2018,Saudi Arabia,True,2.545815476,21,7,674,0.8738872403560831,198,18,19
7559,2018-06-25,2018,Egypt,False,0.92372594,8,1,379,0.7704485488126649,178,15,12
3857256,2022-12-02,2022,Serbia,True,1.189003535,12,4,521,0.781190019193858,94,34,5
3857256,2022-12-02,2022,Switzerland,False,3.1035154719999998,14,7,445,0.7775280898876404,83,34,18
3869151,2022-12-03,2022,Argentina,True,1.4815793030000002,14,5,728,0.8873626373626373,127,33,16
3869151,2022-12-03,2022,Australia,False,0.42611782,5,1,478,0.803347280334728,216,30,9
3857257,2022-11-30,2022,Australia,True,0.469723377,8,4,350,0.6257142857142857,101,40,11
3857257,2022-11-30,2022,Denmark,False,0.737154632,14,4,715,0.8251748251748252,101,50,12
3857258,2022-11-24,2022,Brazil,True,2.1238895187000004,23,9,618,0.872168284789644,102,39,8
3857258,2022-11-24,2022,Serbia,False,0.16332714399999998,5,0,446,0.7869955156950673,147,33,11
3857288,2022-11-26,2022,Tunisia,True,1.052170345,14,4,548,0.7408759124087592,121,53,8
3857288,2022-11-26,2022,Australia,False,0.3590377687,9,2,404,0.6782178217821783,127,53,11
3857267,2022-11-29,2022,Ecuador,True,1.001662787,9,4,465,0.7784946236559139,113,39,9
3857267,2022-11-29,2022,Senegal,False,1.7074647099999998,13,3,311,0.684887459807074,126,31,7
3869321,2022-12-09,2022,Netherlands,True,4.487037827,12,7,691,0.8277858176555717,216,33,24
3869321,2022-12-09,2022,Argentina,False,5.856697131000001,19,9,640,0.8296875,190,43,10
3857287,2022-11-24,2022,Uruguay,True,0.417294332,10,1,570,0.8333333333333334,102,40,17
3857287,2022-11-24,2022,South Korea,False,0.492992523,7,0,463,0.7580993520518359,103,47,13
3869486,2022-12-10,2022,Morocco,True,0.972022875,9,3,249,0.7389558232931727,163,28,15
3869486,2022-12-10,2022,Portugal,False,0.7441207567,12,3,731,0.8426812585499316,79,26,4
3869685,2022-12-18,2022,Argentina,True,5.892305926000001,24,14,693,0.8080808080808081,167,50,13
3869685,2022-12-18,2022,France,False,5.406617949,14,8,570,0.7614035087719299,194,48,15
3857260,2022-11-30,2022,Saudi Arabia,True,1.076111142,10,2,322,0.6024844720496895,129,37,15
3857260,2022-11-30,2022,Mexico,False,2.3221233279,26,10,488,0.7520491803278688,139,34,15
3857264,2022-11-30,2022,Poland,True,0.197595245,4,0,337,0.7922848664688428,105,32,10
3857264,2022-11-30,2022,Argentina,False,3.0766596990000004,24,13,909,0.9086908690869087,88,27,7
3857266,2022-11-26,2022,France,True,1.9335694290000003,21,6,540,0.8592592592592593,109,41,15
3857266,2022-11-26,2022,Denmark,False,0.8885438419999999,10,2,567,0.8447971781305115,126,41,11
3857289,2022-11-26,2022,Argentina,True,0.325204139,5,2,567,0.8395061728395061,109,38,5
3857289,2022-11-26,2022,Mexico,False,0.20639165169999998,4,1,403,0.7543424317617866,147,39,16
3857269,2022-11-28,2022,Brazil,True,0.922729946,13,5,597,0.8492462311557789,104,32,14
3857269,2022-11-28,2022,Switzerland,False,0.288629175,6,0,513,0.834307992202729,112,33,8
3857294,2022-11-29,2022,Netherlands,True,1.7139532729999998,13,4,832,0.8978365384615384,137,25,4
3857294,2022-11-29,2022,Qatar,False,0.143716575,5,3,486,0.8148148148148148,127,26,12
3869254,2022-12-06,2022,Portugal,True,2.2842600070000003,15,9,488,0.8278688524590164,172,28,10
3869254,2022-12-06,2022,Switzerland,False,1.271827172,10,3,528,0.8295454545454546,106,20,9
3869118,2022-12-04,2022,England,True,1.020023461,8,4,626,0.8562300319488818,95,36,15
3869118,2022-12-04,2022,Senegal,False,0.972806433,10,1,408,0.7916666666666666,137,25,9
3869684,2022-12-17,2022,Croatia,True,0.8492689635999999,12,4,528,0.8314393939393939,113,26,8
3869684,2022-12-17,2022,Morocco,False,0.9914571200000001,9,2,512,0.841796875,144,25,16
3869519,2022-12-13,2022,Argentina,True,1.8643632719999998,9,7,432,0.8287037037037037,192,34,8
3869519,2022-12-13,2022,Croatia,False,0.4100536413,12,2,648,0.8626543209876543,98,29,12
3869354,2022-12-10,2022,England,True,2.352551477,16,7,554,0.8393501805054152,112,43,9
3869354,2022-12-10,2022,France,False,0.8393620340000001,8,5,412,0.7961165048543689,118,31,7
3869552,2022-12-14,2022,France,True,2.002449116,14,2,387,0.8165374677002584,190,33,20
3869552,2022-12-14,2022,Morocco,False,1.23036399,13,1,615,0.8601626016260162,118,38,4
3869420,2022-12-09,2022,Croatia,True,3.766888804,13,5,737,0.8670284938941656,151,48,14
3869420,2022-12-09,2022,Brazil,False,4.9503305555,24,14,747,0.8728246318607764,164,36,8
3869220,2022-12-06,2022,Morocco,True,3.704374606,10,6,365,0.684931506849315,177,41,18
3869220,2022-12-06,2022,Spain,False,2.8454908599,15,3,1068,0.898876404494382,152,29,9
3869219,2022-12-05,2022,Japan,True,4.202976766,17,8,582,0.7491408934707904,133,51,21
3869219,2022-12-05,2022,Croatia,False,3.988397506,21,7,796,0.8253768844221105,150,41,10
3869253,2022-12-05,2022,Brazil,True,3.2614240970000004,18,10,641,0.8829953198127926,103,32,8
3869253,2022-12-05,2022,South Korea,False,0.34482727739999997,8,6,555,0.8576576576576577,175,27,22
3869152,2022-12-04,2022,France,True,1.1263744930000001,16,8,593,0.851602023608769,117,21,15
3869152,2022-12-04,2022,Poland,False,1.593527124,12,2,488,0.8319672131147541,120,38,8
3869117,2022-12-03,2022,Netherlands,True,1.481948115,11,6,439,0.7562642369020501,138,39,7
3869117,2022-12-03,2022,United States,False,1.652097544,18,6,618,0.8074433656957929,103,31,15
3857270,2022-11-28,2022,Portugal,True,1.2137340055999999,15,3,626,0.8386581469648562,86,26,7
3857270,2022-11-28,2022,Uruguay,False,1.216681074,11,3,438,0.7397260273972602,125,31,9
3857263,2022-11-27,2022,Spain,True,0.6395007165,7,2,663,0.8717948717948718,124,22,12
3857263,2022-11-27,2022,Germany,False,1.1469521137,11,4,371,0.784366576819407,158,40,19
3857259,2022-11-28,2022,Cameroon,True,2.0703093487,13,8,395,0.6987341772151898,118,31,20
3857259,2022-11-28,2022,Serbia,False,1.738067283,15,5,536,0.7985074626865671,119,37,9
3857295,2022-11-27,2022,Japan,True,0.773533495,13,3,619,0.851373182552504,146,26,8
3857295,2022-11-27,2022,Costa Rica,False,0.199368384,4,1,470,0.7957446808510639,161,37,12
3857283,2022-11-27,2022,Belgium,True,0.642612082,10,4,703,0.8591749644381224,107,33,2
3857283,2022-11-27,2022,Morocco,False,0.99110855,10,4,347,0.8270893371757925,161,35,8
3857284,2022-11-23,2022,Germany,True,2.7680194209999995,26,9,826,0.8753026634382567,86,29,3
3857284,2022-11-23,2022,Japan,False,1.249259581,12,4,294,0.7312925170068028,184,48,8
3857282,2022-11-21,2022,United States,True,0.6024987946,6,1,610,0.8524590163934426,137,32,13
3857282,2022-11-21,2022,Wales,False,1.395336012,7,3,443,0.7652370203160271,128,40,10
3857286,2022-11-20,2022,Qatar,True,0.30418895050000005,5,0,468,0.8162393162393162,99,24,5
3857286,2022-11-20,2022,Ecuador,False,1.1540112984,6,3,519,0.8323699421965318,134,33,8
3857301,2022-11-25,2022,Qatar,True,0.9600861730000001,10,3,452,0.8008849557522124,149,34,10
3857301,2022-11-25,2022,Senegal,False,0.9029646219999999,12,4,547,0.8446069469835467,137,23,6
3857300,2022-11-22,2022,Argentina,True,2.491633446,15,6,646,0.8390092879256966,107,23,11
3857300,2022-11-22,2022,Saudi Arabia,False,0.153461642,3,2,286,0.6888111888111889,141,38,21
3857299,2022-11-28,2022,South Korea,True,1.3677928149999996,21,6,605,0.824793388429752,126,35,5
3857299,2022-11-28,2022,Ghana,False,1.1805358279999998,7,3,340,0.7823529411764706,126,45,9
3857298,2022-11-24,2022,Portugal,True,2.096873393,11,5,665,0.8661654135338346,110,31,3
3857298,2022-11-24,2022,Ghana,False,0.7800233097,9,3,415,0.8096385542168675,140,47,12
3857297,2022-11-26,2022,Poland,True,1.7341724849999998,9,3,337,0.7685459940652819,103,31,12
3857297,2022-11-26,2022,Saudi Arabia,False,1.971976484,17,5,582,0.8402061855670103,123,38,5
3857296,2022-12-01,2022,Croatia,True,0.695021896,11,4,609,0.8440065681444991,164,22,12
3857296,2022-12-01,2022,Belgium,False,2.3818400918,16,3,630,0.861904761904762,119,24,12
3857293,2022-12-02,2022,Ghana,True,1.3926941409999998,9,4,493,0.7789046653144016,146,51,6
3857293,2022-12-02,2022,Uruguay,False,1.6365584506000002,12,6,469,0.7761194029850746,147,44,10
3857292,2022-12-01,2022,Costa Rica,True,1.0347440669999999,7,5,374,0.7593582887700535,125,38,15
3857292,2022-12-01,2022,Germany,False,4.316106397,31,11,766,0.8733681462140992,140,28,11
3857291,2022-11-23,2022,Spain,True,2.761923473,17,8,1090,0.9256880733944954,80,29,7
3857291,2022-11-23,2022,Costa Rica,False,0.0,0,0,250,0.688,149,38,9
3857290,2022-11-24,2022,Switzerland,True,1.426544536,7,3,549,0.8397085610200364,143,29,8
3857290,2022-11-24,2022,Cameroon,False,0.6130733495,8,5,533,0.8255159474671669,145,33,15
3857285,2022-11-21,2022,Senegal,True,0.6914927064999999,15,4,430,0.8,112,35,9
3857285,2022-11-21,2022,Netherlands,False,1.1238838,10,3,491,0.8004073319755601,104,29,11
3857281,2022-11-27,2022,Croatia,True,2.6102110830000003,13,10,507,0.8106508875739645,166,45,17
3857281,2022-11-27,2022,Canada,False,0.286795181,8,2,529,0.8260869565217391,133,22,10
3857280,2022-12-02,2022,Cameroon,True,0.38336075199999997,7,3,333,0.7627627627627628,140,29,11
3857280,2022-12-02,2022,Brazil,False,2.378218864,21,8,593,0.863406408094435,132,34,4
3857279,2022-11-22,2022,France,True,3.170495788,23,6,763,0.891218872870249,83,28,11
3857279,2022-11-22,2022,Australia,False,0.32329254,4,1,475,0.8294736842105264,105,29,11
3857278,2022-11-29,2022,Iran,True,0.9207899420000001,4,1,515,0.7805825242718447,150,41,11
3857278,2022-11-29,2022,United States,False,1.169654601,12,5,517,0.8239845261121856,140,37,8
3857277,2022-11-23,2022,Morocco,True,0.362638976,8,2,384,0.7838541666666666,168,36,15
3857277,2022-11-23,2022,Croatia,False,0.8498605050000001,5,1,686,0.8411078717201166,107,37,12
3857276,2022-12-01,2022,Canada,True,1.095618012,5,0,562,0.8540925266903915,135,21,10
3857276,2022-12-01,2022,Morocco,False,0.42640382499999996,7,2,393,0.7888040712468194,154,42,13
3857275,2022-11-30,2022,Tunisia,True,0.298346986,5,3,361,0.7617728531855956,110,44,13
3857275,2022-11-30,2022,France,False,0.47698937399999997,10,3,661,0.8532526475037822,94,42,12
3857274,2022-11-25,2022,Netherlands,True,0.104464025,2,1,552,0.8278985507246377,135,49,5
3857274,2022-11-25,2022,Ecuador,False,1.651054305,15,4,463,0.775377969762419,170,45,15
3857273,2022-11-25,2022,Wales,True,0.6156351910000001,10,3,559,0.7835420393559929,90,26,10
3857273,2022-11-25,2022,Iran,False,1.4539579476000002,21,6,363,0.6253443526170799,161,44,15
3857272,2022-11-25,2022,England,True,0.460638346,8,3,582,0.8591065292096219,103,19,7
3857272,2022-11-25,2022,United States,False,0.514287002,10,1,456,0.8267543859649122,157,36,4
3857271,2022-11-21,2022,England,True,1.987157745,13,7,846,0.8817966903073287,101,30,6
3857271,2022-11-21,2022,Iran,False,1.4556585987,8,2,247,0.659919028340081,141,25,21
3857268,2022-11-23,2022,Belgium,True,0.6700408539999999,9,3,534,0.8445692883895131,83,29,9
3857268,2022-11-23,2022,Canada,False,2.5462123360000004,22,3,480,0.8354166666666667,112,22,12
3857265,2022-11-22,2022,Mexico,True,0.5291349314,11,4,544,0.8033088235294118,96,43,8
3857265,2022-11-22,2022,Poland,False,1.137926228,6,2,362,0.7154696132596685,135,31,8
3857262,2022-12-02,2022,South Korea,True,1.398982474,12,6,388,0.7963917525773195,111,23,7
3857262,2022-12-02,2022,Portugal,False,0.973722266,13,6,619,0.8626817447495961,83,35,6
3857261,2022-11-29,2022,Wales,True,0.208009498,7,1,351,0.7806267806267806,136,34,4
3857261,2022-11-29,2022,England,False,2.91548517,18,7,630,0.8777777777777778,74,20,9
3857255,2022-12-01,2022,Japan,True,1.157800672,6,3,253,0.6996047430830039,229,27,14
3857255,2022-12-01,2022,Spain,False,0.8577122079999998,12,5,1093,0.9085086916742909,89,28,9
3857254,2022-11-22,2022,Denmark,True,1.566558758,11,5,646,0.8421052631578947,109,30,10
3857254,2022-11-22,2022,Tunisia,False,1.0599351179999998,13,1,417,0.7553956834532374,130,46,12
